list,,headword,nonprimary sense,number,lemma,pronunciation,nonstandard_variant,variants,word_class,class_added_manually,type,spoken_words,language_origin,domain,definition,info,example_sentence,etymology,derivative_forms,multi-word_forms,proverb,idiom,definition_type_1,definition_type_2
padewakang,,lamat,,,,,,,noun,,,,,,kasur tipis,,bapak tengah menjemur --,,,,,,Analitical,
padus,,lampu tidur,,,lampu (1),,,,noun,yes,,,,Perhotelan,lampu khusus dengan watt yang rendah untuk menemani tamu tidur,,,,,,,,Analitical,
pagu indikatif,,landas peraga,,,landas,,,,noun,yes,,,,,pentas peraga,,,,,,,,Synonym,
pakaian preman,,langkanae,,,,,,,noun,,,,,,istana kerajaan Luwu,,,,,,,,Analitical,
paku baja,,lantoyung,,,,,,,noun,,,,Batak,,terung yang tidak dapat dimakan,,,,,,,,Analitical,
paluk,,lantung,yes,3,,,,,verb,,,,,,sentuh,,,,melantung,,,,Synonym,
panatipata veramani sikkhapadam samadiyami,,lao tse,,,,/Lao Tsê/,,,noun,,,,,,Laozi,,,,,,,,Synonym,
pancing senggol,,lao tzu,,,,,,,noun,,,,,,Laozi,,,,,,,,Synonym,
pandan laut,,laozi,,,,,,,noun,,,,,,pendiri ajaran taoisme; Lao Tse; Lao Tzu,,,,,,,,Analitical,Synonym
pandita,,lapan,yes,2,,,,,numeral,yes,,,,,→ delapan,,,,,,,,Cross-reference,
panwas,,lapang pandang,,,lapang (1),,,,noun,yes,,,,,medan penglihatan,,,,,,,,Synonym,
panyipat,late,late,,,,,,,noun,,shorten form,,,,kafelate,,,,,,,,Synonym,
papan lahat,,lats,,,,,,,noun,yes,,,,,mata uang Latvia sebelum euro,,,,,,,,Analitical,
papan partikel,,lautan teduh,,,"laut (1), lautan",,,,noun,yes,,,,,Samudra Pasifik,,,,,,,,Synonym,
papiloma,,lawan kata,,,lawan,,,,noun,yes,,,,Linguistik,antonim,,besar adalah -- dari kecil,,,,,,Synonym,
Papua Barat Daya,,lawan main,,,lawan,,,,noun,yes,,,,,orang yang menjadi lawan ketika beradu akting dalam suatu produksi dan sebagainya,,,,,,,,Analitical,
Papua Pegunungan,,legig,,,,/lêgig/,,,noun,,,,Sunda,,pengejar binatang buruan yang telah dilukai oleh pemburu,,,,,,,,Analitical,
Papua Selatan,,lek,,,,,,,noun,,,,,,satuan mata uang Albania,,,,,,,,Analitical,
paramakarya,,leka,yes,3,,,,,noun,,,,Sanskerta,,"rekaman, tulisan, atau huruf",,,,,,,,Analitical,
paramita,,leker,,,,/lekêr/,,,noun,,,,,,krep,,,,,,,,Synonym,
parapet,,lembar kerja,,,lembar,,,,noun,yes,,,,,lembar untuk mengerjakan suatu tugas atau pekerjaan,,,,,,,,Analitical,
Pararaton,,lembar kerja,,,lembar,,,,noun,yes,,,,Komputer,lembar berupa matriks sel tunggal dalam program pengolah data yang dapat dikelompokkan dengan yang lain dalam buku kerja tertentu,,,,,,,,Analitical,
parasol,,lembatang,,,,/lêmbatang/,,,noun,,acronym,,,,lembar batang,,-- sebar,,,,,,Abbreviation Expansion,
pargonsi,,lembing,yes,2,,/lêmbing/,,,noun,,,,Sunda,,serangga sejenis kepik yang dalam jumlah banyak bisa menjadi hama padi,,,,,,"hujan keris lembing di negeri kita, hujan emas perak di negeri orang, baik jua di negeri kita, tercacak seperti lembing tergadai, tohok lembing ke semak",,Analitical,
pasar,,lemiding,,,,/lêmiding/,,,noun,,,,,,lemidi,,,,,,,,Synonym,
pasar sepi,,lengkeng merah,,,lengkeng,,,,noun,yes,,,,,"lengkeng yang berasal dari Thailand, berukuran besar, kulit buah berwarna merah, daging buah berwarna putih, tebal, dan manis, cukup adaptif di dataran rendah, cepat berbunga dan berbuah, bermanfaat untuk memperlancar peredaran darah dan melindungi tubuh dari radikal bebas; lengkeng rubi",〔Dimocarpus longan〕,,,,,,,Analitical,Synonym
patambon,,leukoplas,,,,,,,noun,,,,,,plastid yang tidak mengandung pigmen apa pun sehingga tidak berwarna,,,,,,,,Analitical,
patni,,lewah pikir,,,lewah,,,,verb,yes,,,,,berpikir berlebihan,,,,,,,,Synonym,
pekerja takterlatih,,libot,,,,,,,noun,,,,Sunda,,teknik membelit kaki dan membanting badan lawan ke samping atau ke depan dalam benjang,,,,,,,,Analitical,
pekerja terlatih,,lidi-lidian,,,lidi,,,,noun,,,,,,mi lidi,,,,,,,,Synonym,
pelampung perahu,,liger,,,,/li.gêr/,,,noun,,,,,,mamalia karnivor hasil persilangan singa jantan dan harimau betina; simau,,,,,,,,Analitical,Synonym
pelarap,,limbah domestik,,,,,,,noun,yes,,,,,"limbah yang berasal dari usaha dan/atau kegiatan permukiman, rumah makan, perkantoran, perniagaan, apartemen, dan 
asrama",,,,,,,,Analitical,
pemakai bahasa,,limbah elektronik,,,limbah,,,,noun,yes,,,,,"limbah produk elektronik yang habis masa pakainya, seperti komputer, televisi, telepon genggam, mesin cuci, dan sebagainya; sampah elektronik",,,,,,,,Analitical,Synonym
pemandu pandang,,limbah perumahan,,,limbah,,,,noun,yes,,,,,limbah buangan yang mengandung kotoran hasil kegiatan manusia di perumahan,,,,,,,,Analitical,
pembaiatan,,lingkar pesak,,,lingkar,,,,noun,yes,,,,Tata Busana,ukuran pada celana dari pinggang depan melewati selangkangan sampai pinggang belakang,,,,,,,,Analitical,
pembau,,lit,,,,,,,noun,,,,,,alat yang terbuat dari daun rotan muda yang dikeringkan dan digunakan untuk mengikat tangkai bulir padi,,,,,,,,Analitical,
pemberdaya,,litas,,,,,,,noun,,,,,,mata uang Lituania sebelum Euro,,,,,,,,Analitical,
pemfungsionalan,,literati,,,,,,,noun,,,,Inggris,,"sastrawan, budayawan, atau kaum terpelajar",,,,,,,,Synonym,
pendaman,,longan,,,,,,,noun,,,,,,lengkeng,,,,,,,,Synonym,
pengabsen,,longgo,,,,,,,adverb,,,,Melayu Riau,,tadi malam,,dia sudah pergi ke Jakarta -- dengan pesawat,,,,,,Synonym,
pengalas,,losap,,,,,,,verb,,,,Batak,,lewat tanpa permisi (di depan orang-orang tua atau orang yang lebih tua),,kita tidak boleh -- di depan orang tua,,,,,,Analitical,
pengalih suara,,loti,,,,,,,noun,,,,,,mata uang Lesoto,,,,,,,,Analitical,
Pentateukh,,luluran,,,lulur (2),,,,noun,,,,,,hasil melulur,,,,,,,,Analitical,
pentigraf,,luso,,,,,,,verb,,,,Batak,,mencuci peralatan dapur dengan air dan menggosoknya dengan tangan (tanpa memakai sabun atau alat pembersih),,"kalau sabun habis, -- saja piring-piring kotor itu",,,,,,Analitical,
penyakit Alzheimer,,mabad,,,,,,,noun,,acronym,,,,Markas besar TNI Angkatan Darat,,,,,,,,Abbreviation Expansion,
pepermin,,mabims,,,,,,,noun,,abbreviation,,,,"Menteri Agama Brunei Darussalam, Indonesia, Malaysia, dan Singapura",,,,,,,,Abbreviation Expansion,
peran dalam,,macancan,,,,,,,adjective,,,,Batak,,hancur atau terkoyak-koyak tepinya (tentang kain dan kertas),,"karena terburu-buru, orang itu menggunakan sarung yang sudah --",,,,,,Analitical,
peran komikal,,magasira,,,,,,,noun,,,,,,bulan ke-12 tahun Buddhis (bulan November--Desember tahun Masehi),,,,,,,,Analitical,
peran lintas,,maha,,,,,,,adverb,yes,,,,,sangat; amat; teramat (tentang Tuhan),,-- Esa,,,,,,Synonym,Analitical
peran meniru,,majapahit,,,,,,,noun,,,,,,kerajaan Hindu-Buddha di Jawa Timur yang didirikan pada tahun 1293 Masehi oleh Raden Wijaya,,,,,,,,Analitical,
peran natural,,makaroni keju,,,makaroni,,,,noun,yes,,,,,"makaroni rebus yang disajikan dengan saus keju, dapat langsung dimakan atau dipanggang sebelum disantap",,,,,,,,Analitical,
perangkatan,,makrab,,,,,,,noun,,acronym,,,,malam keakraban,,,,,,,,Abbreviation Expansion,
perbapakan,,makrolida,,,,,,,noun,,,,,,antibiotik untuk mengatasi penyakit akibat infeksi bakteri,,,,,,,,Analitical,
perbibin,,malagandhavilepana dharanamandana vibhusanatthana veramani sikhapadam samadiyami,,,,,,,verb,yes,figurative,,Sanskerta,,"bertekad untuk melatih diri menghindari pemakaian bunga-bungaan, wangi-wangian, dan kosmetik untuk menghias dan mempercantik tubuh (tentang dasasila agama Buddha)",,,,,,,,Analitical,
perppu,,malagasi,,,,,,,noun,,,,,,bahasa yang dituturkan di Madagaskar,,,,,,,,Analitical,
Persaja,,malta,,,,,,,noun,,,,,,"negara yang terletak di Eropa bagian selatan, beribu kota Valletta",,,,,,,,Analitical,
perseroda,,malta,,,,,,,noun,,,,,,bahasa yang dituturkan di Malta,,,,,,,,Analitical,
Perum Bulog,,mamandapan,,,,,,,noun,,,,Sunda,,gerak tari yang berupa langkah dengan tumit diangkat perlahan sambil mengubah arah badan ke kanan dan ke kiri,,,,,,,,Analitical,
Perum Damri,,mana kala,,,mana (1),,,,particle,,,,,,→ manakala,,,,,,,,Cross-reference,
Perum PFN,,mandalika,yes,3,,,,,noun,,,,,,"daerah di bagian selatan pulau Lombok, terkenal dengan keindahan lautnya",,,,,,,,Analitical,
perusahaan cangkang,,mandalika,yes,3,,,,,noun,,,,,,nama tokoh puteri yang sangat cantik dalam cerita rakyat Lombok,,,,,,,,Analitical,
PIP,,mangaruho,,,,,,,verb,,,,Batak,,"membersihkan bagian dalam suatu wadah (botol, gelas, dan sebagainya) dengan cara diisi air, kemudian diguncangkan",,mereka -- botol bekas sirup untuk menyimpan air minum,,,,,,Analitical,
PLBN,,manhaj,,,,,,,noun,,,,,Agama Islam,cara; metode; sistem berpikir,,-- dakwah,,,,,,Synonym,
Potapada,,manusia perak,,,manusia,,,,noun,yes,,,,,manusia silver,,,,,,,,Synonym,
pound sterling,,manusia silver,,,manusia,,,,noun,yes,,,,,orang yang mengecat sekujur tubuhnya dengan warna perak; manusia perak,,,,,,,,Analitical,Synonym
prefektur,,manusia tercepat di dunia,,,manusia,,,,noun,yes,,,,,gelar yang biasa diberikan kepada pemegang rekor dunia lari cepat 100 m,,,,,,,,Analitical,
PRT,,marabahaya,,,,,,,noun,yes,,,,,→ mara bahaya,,,,,,,,Cross-reference,
puja sastra,,marasi,,,,,,,noun,,,,,,"herba yang tingginya mencapai 1 m, batangnya bulat, bunganya kecil berwarna kuning cerah dan tersusun rapat, buah buni berbentuk bulat, warna bening keputihan, bisa digunakan sebagai pemanis, daun tumbuh langsung dari batang dalam tanah, bentuknya memanjang dan bertekstur seperti lipatan-lipatan kecil, sering digunakan sebagai pembungkus makanan tradisional di Karo, digunakan sebagai tali dan bahan pembuatan benang",〔Curculigo latifolia〕,,,,,,,Analitical,Encyclopedic
radiofon,,mardihuta,,,,,,,noun,,,,Batak,,perempuan yang baru melahirkan,,,,,,,,Analitical,
rahel,,mardumon,,,,,,,verb,,,,Batak,,memakan beras (biasanya saat membersihkan beras),,nenek selalu -- saat menampi  beras,,,,,,Analitical,
raja jalanan,,marga laju,,,marga (3),,,,noun,yes,,,,,travelator,,,,,,,,Synonym,
ramah disabilitas,,margitik,,,,,,,verb,,,,Batak,,bercanda ria,,kakak -- dengan adik di teras rumah,,,,,,Synonym,
rambu larangan,,martarombo,,,,,,,verb,,,,Batak,,saling menerangkan silsilah untuk mengetahui kekerabatan,,orang baru itu -- dengan kepala dusun agar lebih akrab,,,,,,Analitical,
rampes,,mastektomi ganda,,,mastektomi,,,,verb,yes,,,,Kedokteran dan Fisiologi,mastektomi seluruh payudara,,,,,,,,Analitical,
ranggap,,mastektomi tunggal,,,mastektomi,,,,verb,yes,,,,Kedokteran dan Fisiologi,mastektomi sebagian payudara,,,,,,,,Analitical,
rebus,,mata hari,,,mata (1),,,,noun,yes,,,,,→ matahari,,,,,,,,Cross-reference,
rehabilitasi bencana,,mata susan,,,mata (1),,,,noun,yes,,,,,"liana merambat yang panjangnya mencapai 5 m, batang silindris dan ramping, daun berbentuk hati atau bulat telur yang ditutupi bulu-bulu halus, bunga berwarna kuning kemerahan dengan lima helai mahkota berbentuk lonjong, bagian tengah bunga berwarna hitam keunguan, buah bulat berparuh panjang dan runcing, sering digunakan sebagai tanaman hias dan obat",〔Thunbergia alata〕,,,,,,,Analitical,Encyclopedic
reklamasi pantai,,mataram kuno,,,,,,,noun,,,,,,kerajaan Hindu-Buddha di Jawa Tengah yang didirikan pada tahun 732 Masehi oleh Sanjaya,,,,,,,,Analitical,
rekonstruksi bencana,,matrioska,,,,,,,noun,,,,Rusia,,"satu set boneka kayu tradisional Rusia dengan rupa sama, tetapi ukuran yang berbeda-beda, yang dirancang khusus agar boneka yang paling kecil bersarang di dalam boneka yang lebih besar yang kemudian bersarang di boneka yang lebih besar berikutnya dan seterusnya sehingga menjadi satu",,,,,,,,Analitical,
rengge,,megohm,,,,,,,noun,,shorten form,,,,megaohm,,,,,,,,Synonym,
renogram,,melantung,,,lantung (2),,,,verb,,,,,,berbunyi keras (seperti benda yang meletup),,,,,,,,Analitical,
reservasi berlebih,,melantung,,,lantung (2),,,,verb,,,,,,berbau busuk sekali,,,,,,,,Analitical,
ribawi,,melantung,,,lantung (3),,,,verb,,,,,,menyentuh,,,,,,,,Synonym,
rido,,melembut,,,lembut,,,,verb,,,,,,menjadi lembut,,,,,,,,Analitical,
rincian,,melempengkan,,,lempeng,,,,verb,,,,,,membuat jadi lempeng(an),,ayah sedang ~ bijih besi tersebut,,,,,,Analitical,
rincug,,memandai diri,,,"pandai (1), memandai",,,,verb,yes,,,,,→ memandai,,,,,,,,Cross-reference,
rinoplasti,,memantas-mantas diri,,,"pantas (1), memantas-mantas",,,,verb,yes,,,,,→ memantas-mantas,,,,,,,,Cross-reference,
ripta,,membagi-bagi,,,bagi (2),,,,verb,,,,,,membagi (dalam jumlah banyak),,dia ~ berkas berdasarkan jenis kegiatan,,,,,,Analitical,
rires,,membagi-bagi,,,bagi (2),,,,verb,,,,,,membagikan,,polisi ~ takjil pada pengendara motor di jalan,,,,,,Synonym,
risiko yuridis,,membarikade,,,barikade,,,,verb,,,,,,menghalang jalan,,mereka membarikade pintu agar penjahat tidak dapat masuk,,,,,,Analitical,
robyong,,membengkok-bengkokkan,,,bengkok (1),,,,verb,,,,,,membengkokkan berkali-kali; membuat jadi lebih bengkok,,dia berusaha ~ besi tersebut,,,,,,Analitical,
rohaniawan,,membentak-bentak,,,bentak,,,,verb,,,,,,membentak berulang kali,,dia ~ anaknya di depan umum,,,,,,Analitical,
rohis,,membuang tabiat,,,"buang (1), membuang",,,,verb,yes,idiomatic expression,,,,"berkelakuan atau bercakap aneh, biasanya sebelum meninggal dunia",,,,,,,,Analitical,
rokok putih,,membujetkan,,,bujet,,,,verb,,,,,,membuat bujet; menganggarkan,,saat ini pemerintah ~ dana yang cukup besar untuk pemulihan ekonomi,,,,,,Analitical,Synonym
ropoh,,membungkuk-bungkukkan,,,bungkuk,,,,verb,,,,,,membuat jadi lebih bungkuk; membungkuk berkali-kali,,dia berjalan sambil ~ badannya,,,,,,Analitical,
ruang loker,,membungkukkan,,,bungkuk,,,,verb,,,,,,membuat jadi bungkuk,,dia ~ badannya untuk menghormati tamu,,,,,,Analitical,
rujak ulek,,memenggal-menggal,,,penggal,,,,verb,,,,,,memotong jadi beberapa bagian,,dia ~ video kegiatan itu untuk keperluan tugasnya,,,,,,Analitical,
rumah deret,,memosting,,,posting,,,,verb,,,yes,,,mengepos,,,,,,,,Synonym,
rumah komersial,,memperumit,,,rumit,,,,verb,,,,,,membuat jadi lebih rumit,,stigma buruk masyarakat terhadap pasien TB dapat ~ penanganan,,,,,,Analitical,
rumah kubur,,menavigasi,,,navigasi,,,,verb,,,,,,melakukan navigasi,,konferensi tersebut diharapkan dapat ~ krisis yang sedang terjadi,,,,,,Analitical,
rumah swadaya,,mencadari,,,cadar,,,,verb,,,,,,menutup dengan cadar,,perempuan itu ~ dirinya,,,,,,Analitical,
runges,,mencakar-cakar,,,cakar (1),,,,verb,,,,,,mencakar berkali-kali,,kucing itu ~ sofa,,,,,,Analitical,
sabbe sattÄ sukhi hontu,,mencandai,,,canda (1),,,,verb,,,,,,bercanda kepada,,ayah sedang ~ ibu,,,,,,Analitical,
sabrina,,mendapuk,,,dapuk,,,,verb,,,,Jawa,,mengatur; merancang; mempekerjakan,,"karena ketekunan dan kejujurannya, pemilik perusahaan ini ~ Suryadi sebagai kepala cabang",,,,,,Synonym,
sabu,,mendebatkan,,,debat,,,,verb,,,,,,berdebat tentang,,pencinta sepak bola di dunia masih ~ siapa sosok terbaik di abad ke-20,,,,,,Analitical,
sadparamita,,mendepresiasi,,,depresiasi,,,,verb,,,,,,melakukan depresiasi,,,,,,,,Analitical,
sadtari,,menebak-nebak,,,tebak (1),,,,verb,,,,,,menduga-duga,,mereka ~ skor akhir pertandingan itu,,,,,,Synonym,
sagak,,menensi,,,tensi,,,,verb,,,,,,mengukur tensi,,dokter itu memberikan pembinaan tentang cara ~ pasien,,,,,,Analitical,
sagem,,mengaba-aba,,,aba-aba,,,,verb,,,,,,memberi aba-aba,,tukang parkir ~ supir dengan pluitnya,,,,,,Analitical,
sahut-sahutan,,mengacung-acungkan,,,acung (1),,,,verb,,,,,,mengacungkan berulang-ulang,,komplotan motor itu berkendara sambil ~ senjata tajam,,,,,,Analitical,
Saint Vincent dan Grenadines,,mengafkir,,,afkir,,,,verb,,,,,,menolak; menampik,,,,,,,,Synonym,
sajam,,mengageti,,,kaget,,,,verb,,,,,,membuat kaget dengan sengaja,,dia sengaja bersembunyi untuk ~ku,,,,,,Analitical,
sakadagami,,mengaidahkan,,,kaidah,,,,verb,,,,,,membuat jadi kaidah,,diskusi tersebut dilaksanakan untuk ~ pola penyerapan istilah,,,,,,Analitical,
sakah,,mengeataskan,,,atas,,,,verb,,,,,,mengarahkan ke atas; menjadikan ke atas; menaikkan,,pasien itu ~ kedua lengannya dan meletakkannya di samping kepala,,,,,,Analitical,Synonym
samaneri,,mengebawahkan,,,ke bawah,,,,verb,,,,,,mengarahkan ke bawah,,,,,,,,Analitical,
sanlat,,mengebawahkan,,,ke bawah,,,,verb,,,,,,menjadikan ke bawah; menurunkan,,~ kepentingan individu terhadap kepentingan umum,,,,,,Analitical,Synonym
santriwan,,mengedukasi,,,edukasi,,,,verb,,,,,,memberi edukasi,,buku tersebut ~ pentingnya menjaga kesehatan pada anak usia dini melalui cerita yang menarik,,,,,,Analitical,
sapton,,mengeksisi,,,eksisi,,,,verb,,,,,Kedokteran dan Fisiologi,melakukan eksisi,,dokter bedah saraf ~ jaringan tumor dengan akurat,,,,,,Analitical,
saramba,,mengguna-guna,,,guna-guna,,,,verb,,,,,,melakukan guna-guna,,dia dituduh ~ lawan mainnya,,,,,,Analitical,
Saraswati,,mengimpersonasi,,,impersonasi,,,,verb,,,,,,melakukan impersonasi,,dia menjadi salah satu aktor yang pandai ~,,,,,,Analitical,
sarato,,mengingat-ingat,,,ingat,,,,verb,,,,,,mengingat berkali-kali,,dia berusaha ~ kembali kejadian itu,,,,,,Analitical,
sareksek,,mengodor,,,,/mêngodor/,,,verb,,,,Jawa,,marah berkepanjangan,,orang yang suka -- cenderung dijauhi teman,,,,,,Analitical,
saringan kerucut,,mengompresi,,,kompresi,,,,verb,,,,,,melakukan atau membuat kompresi,,,,,,,,Analitical,
sarkas,,menjungkirkan,,,jungkir,,,,verb,,,,,,membuat jadi berjungkir; menunggingkan,,dia ~ botol tersebut untuk mengeluarkan isinya,,,,,,Analitical,Synonym
sarmud,,menopause bedah,,,menopause,,,,noun,yes,,,,Kedokteran dan Fisiologi,menopause yang terjadi akibat pengangkatan ovarium,,,,,,,,Analitical,
sasi,,menopause medis,,,menopause,,,,noun,yes,,,,Kedokteran dan Fisiologi,menopause yang terjadi sebelum usia 40 tahun,,,,,,,,Analitical,
satpas,,menraktir,,,traktir,,,,verb,yes,,,,,→ mentraktir,,,,,,,,Cross-reference,
satwacarita,,menraktor,,,traktor,,,,verb,yes,,,,,→ mentraktor,,,,,,,,Cross-reference,
satyaloka,,menransfer,,,transfer,,,,verb,yes,,,,,→ mentransfer,,,,,,,,Cross-reference,
saus celup,,menransformasi,,,transformasi,,,,verb,yes,,,,,→ mentransformasi,,,,,,,,Cross-reference,
saus cocol,,menransformasikan,,,transformasi,,,,verb,yes,,,,,→ mentransformasikan,,,,,,,,Cross-reference,
sawah lojok,,menransmisikan,,,transmisi,,,,verb,yes,,,,,→ mentransmisikan,,,,,,,,Cross-reference,
sawed,,menransplantasikan,,,transplantasi,,,,verb,yes,,,,,→ mentransplantasikan,,,,,,,,Cross-reference,
SBM,,mensabotase,,,sabotase,,,,verb,yes,,,,,→ menyabotase,,,,,,,,Cross-reference,
Sdr.,,mentawan,,,,/mêntawan/,,,noun,,,,,,"liana berkayu dengan daun lonjong, bunga berwarna merah muda keunguan, bertumpu pada tandan dan menyerupai kepala bercabang, buah kecil lonjong berwarna biru, memiliki kadar antioksidan tinggi, berkhasiat sebagai tanaman obat untuk nifas, nyeri, dan sebagainya",〔Poikilospermum suaveolens〕,,,,,,,Analitical,
Sdri.,,mentega leleh,,,mentega (1),,,,noun,yes,,,,,mentega yang dilelehkan,,,,,,,,Analitical,
sebang,,menua,,,,/mênua/,,,noun,,,,Dayak,,kampung halaman,,orang itu tidak punya --,,,,,,Synonym,
sebayak,,menyangka-nyangka,,,sangka (1),,,,verb,,,,,,menduga-guga; mengira-ngira,,dia tidak ~ akan diundang ke pesta tersebut,,,,,,Synonym,
sebul,,meput lesung,,,,/mêput lêsung/,,,noun,,,,Lampung,,acara makan seruit bersama setelah upacara adat dengan cara mencomot langsung dari lesung,,,,,,,,Analitical,
sekelap mata,,merawang,,,,/mêrawang/,,,verb,,,,Melayu Jambi,,makan bersama di alam terbuka,,mari -- di pinggir kolam,,,,,,Analitical,
sekop,,miliyar,,,,,,,numeral,yes,,,,,→ miliar,,,,,,,,Cross-reference,
sekum,,mime,,,,,,,noun,,,,,,drama tanpa kata-kata yang dimainkan dengan gerak dan ekspresi wajah tanpa topeng atau riasan muka,,,,,,,,Analitical,
sel isolasi,,mime,,,,,,,noun,,,,,,pemain mime dan pantomim,,,,,,,,Analitical,
selading,,minapolitan,,,,,,,noun,yes,,,,,"konsepsi pembangunan ekonomi kelautan 
dan perikanan berbasis kawasan",,,,,,,,Analitical,
selamat petang,,mincid,,,,,,,noun,,,,Sunda,,gerak kaki melangkah ke depan dengan telapak kaki serong,,,,,,,,Analitical,
selendang mayang,,minyak cabai,,,minyak,,,,noun,yes,,,,,"saus yang terbuat dari cabai kering giling dan rempah-rempah yang direndam dalam minyak panas, digunakan sebagai sambal pada masakan Cina",,,,,,,,Analitical,
seli,,minyak gosok,,,minyak,,,,noun,yes,,,,,"minyak yang digosokkan ke tubuh untuk melemaskan otot, menghangatkan tubuh, dan sebagainya",,,,,,,,Analitical,
selumbat,,misbar,yes,1,,,,,noun,,,,,,perpindahan pegawai antarinstansi,,,,,,,,Analitical,
semaksimal,,misbar,yes,2,,,,,noun,,acronym,,,,gerimis bubar,,,,,,,,Abbreviation Expansion,
semelet,,mitigasi bencana,,,mitigasi,,,,noun,yes,,,,,"upaya mengurangi risiko bencana, baik secara struktur atau fisik",,,,,,,,Analitical,
semiliar,,mobil hiper,,,mobil (1),,,,noun,yes,,,,Otomotif,"mobil sport yang terbuat dari material eksotis mahal untuk menghasilkan berat minimum, diproduksi manual, berkecepatan maksimal sekitar 230 mil per jam, berharga di atas 1 juta dolar, jumlah yang dipasarkan biasanya kurang dari 100 unit",,,,,,,,Analitical,
Semit,,mobil listrik,,,mobil (1),,,,noun,yes,,,,,mobil yang digerakkan dengan bantuan tenaga listrik dari baterai,,,,,,,,Analitical,
sempulian,,mobil super,,,mobil (1),,,,noun,yes,,,,Otomotif,"mobil sport yang terbuat dari aloi ringan dan komposit mahal untuk mengurangi massa, diproduksi sebagian besar secara manual, berkecepatan maksimal sekitar 200 mil per jam, berharga di atas 200 ribu dolar, jumlah yang dipasarkan biasanya kurang dari 1.500 unit",,,,,,,,Analitical,
sepatah kata,,mondokaki,,,,,,,noun,,,,,,"perdu yang tingginya mencapai 5 m, batang berkayu bergetah putih susu, daun elips, bunga petal 5 berwarna putih dengan tepi bergelombang, buah berbentuk kapsul, sering digunakan dalam berbagai pengobatan",〔Tabernaemontana divaricata〕,,,,,,,Analitical,Encyclopedic
sepau,,monev,,,,,,,noun,,acronym,,,,monitoring dan evaluasi,,,,,,,,Abbreviation Expansion,
seratus tahun,,monggo,,,,,,,verb,,,,Jawa,,silakan,,,,,,,,Synonym,
serisit,,monitoring,,,,,,,noun,,,yes,,,pemantauan,,,,,,,,Synonym,
seston,,morfografi,,,,,,,noun,,,,,Geografi dan Geologi,"aspek geomorfologi yang menyatakan bentuk dan ukuran dari suatu ketampakan di permukaan bumi, misalnya bentuk lereng cembung, bentuk lembah seperti huruf V",,,,,,,,Analitical,
setan jalanan,,morfoleksikal,,,,,,,adjective,,,,,Linguistik,berkaitan dengan morfoleksikon,,,,,,,,Analitical,
setipis,,morfoleksikon,,,,,,,noun,,,,,Linguistik,telaah tentang satuan bunyi yang membentuk morfem,,,,,,,,Analitical,
setor muka,,morfometri,,,,,,,noun,,,,,Geografi dan Geologi,"aspek geomorfologi yang menyatakan ukuran dari ketampakan, misalnya kemiringan lereng sebesar 15%, panjang lereng 10 meter",,,,,,,,Analitical,
Seychelles,,morfosintaksis,,,,,,,noun,,,,,Linguistik,telaah tentang kategori gramatikal yang secara bersamaan mempertimbangkan kriteria morfologi dan sintaksis,,,,,,,,Analitical,
sialong,,morganatik,,,,,,,noun,,,,,,pernikahan antara bangsawan dan rakyat biasa yang menyebabkan keturunannya tdk memiliki hak kebangsawanan,,,,,,,,Analitical,
"siapa cepat, dia dapat",,mrt,,,,,,,noun,,abbreviation,,,,moda raya terpadu,,,,,,,,Abbreviation Expansion,
sibeng,,mule,,,,,,,noun,,,,,,selop tertutup di bagian depan/ujung sepatu,,,,,,,,Analitical,
SIBI,,munan,,,,,,,noun,,,,Benuaq,,kebun buah,,,,,,,,Analitical,
siddhakarya,,musavada veramani sikkhapadam samadiyami,,,,,,,verb,yes,figurative,,Sanskerta,,bertekad untuk melatih diri menghindari ucapan yang tidak benar (tentang dasasila agama Buddha),,,,,,,,Analitical,
sidokan,,musim ramai,,,musim,,,,noun,yes,,,,Perhotelan,periode keramaian hotel ketika harga kamar berada di posisi tertinggi,,,,,,,,Analitical,
Sierra Leone,,mutanajis,,,,,,,verb,,,,,Agama Islam,bercampur dengan najis,,air --,,,,,,Analitical,
Sikhisme,,mutiara dari timur,,,,,,,noun,yes,figurative,,,,sebutan bangsa Eropa pada masa dahulu untuk Nusantara (khususnya Maluku) karena hasil rempahnya yang melimpah,,,,,,,,Analitical,
siklorama,,naira,,,,,,,noun,,,,,,satuan mata uang Nigeria,,,,,,,,Analitical,
simare,,namo buddhaya,,,,,,,noun,yes,figurative,,,,"terpujilah Buddha, diucapkan sebelum mengawali kegiatan, seperti sebelum puja bakti, ceramah, dan diskusi",,,,,,,,Synonym,Analitical
simau,,namo dhammāya,,,,,,,noun,yes,figurative,,Sanskerta,,terpujilah darma (lazim diucapkan untuk menghormati keluhuran ajaran Buddha),,,,,,,,Synonym,Analitical
Simon,,narsum,,,,,,,noun,,acronym,,,,narasumber,,,,,,,,Abbreviation Expansion,
simpe,,nasabah debitur,,,nasabah,,,,noun,yes,,,,Ekonomi dan Keuangan,nasabah yang memperoleh fasilitas kredit atau menempatkan dananya di bank dalam bentuk simpanan berdasarkan perjanjian bank dengan nasabah,,,,,,,,Analitical,
simpul transit,,nasi gonjleng,,,nasi,,,,noun,yes,,,,,"nasi khas Cirebon, bumbunya seperti nasi kebuli, biasanya dihidangkan pada hari-hari besar",,,,,,,,Analitical,
sinding,,nay pyi taw,,,,,,,noun,,,,,,ibu kota negara Myanmar,,,,,,,,Analitical,
